,respid,hidsq01a,sq01,sq05b,hidsq03,sq08ax1_1,hq04a,sq04,sq10_1,sq10_2,sq10_3,sq10_4,sq10_5,sq10_6,sq10_7,sq10_8,sq10_9,sq10_10,sq10_11,sq10_12,sq10_13,sq10_14,sq10_15,sq10_16,sq10_17,sq10_18,sq10_19,sq10_20,sq10_21,sq10_22,sq10_66,sq10_23,sq10_24,sq10_25,sq10_26,sq10_27,sq10_28,sq10_29,sq10_30,sq10_31,sq10_32,sq10_33,sq10_34,sq10_35,sq10_36,sq10_37,sq10_38,sq10_39,sq10_40,sq10_41,sq10_42,sq10_43,sq10_44,sq10_45,sq10_46,sq10_47,sq10_48,sq10_49,sq10_50,sq10_51,sq10_52,sq10_53,sq10_54,sq10_55,sq10_56,sq10_57,sq10_58,sq10_59,sq10_60,sq10_61,sq10_62,sq10_63,sq10_64,sq10_65,K6b,sq08x1_1,sq08x1_2
42,282.0,1.0,1.0,2.0,2.0,15.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,12.0,34.0
43,288.0,3.0,2.0,4.0,3.0,14.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,5.0,8.0
44,317.0,3.0,1.0,6.0,4.0,24.0,1.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,24.0,28.0
45,319.0,3.0,2.0,2.0,3.0,28.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,4.0,10.0
46,321.0,2.0,2.0,1.0,3.0,60.0,4.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,8.0,10.0
47,322.0,1.0,1.0,1.0,2.0,25.0,5.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,15.0,10.0
48,324.0,3.0,2.0,3.0,2.0,45.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,24.0,20.0
49,337.0,3.0,2.0,2.0,2.0,10.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,10.0,10.0
50,339.0,1.0,2.0,4.0,2.0,40.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,20.0,20.0
51,341.0,1.0,1.0,1.0,2.0,9.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,15.0,6.0
52,358.0,1.0,2.0,1.0,3.0,40.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,15.0
53,371.0,3.0,2.0,3.0,3.0,16.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,6.0,6.0,10.0
54,404.0,2.0,1.0,3.0,3.0,20.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,13.0,7.0
55,433.0,3.0,2.0,8.0,4.0,23.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,15.0,8.0
56,507.0,2.0,1.0,5.0,4.0,22.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,12.0,10.0
57,520.0,3.0,2.0,5.0,4.0,45.0,4.0,1.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,20.0,25.0
58,534.0,2.0,2.0,3.0,3.0,75.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,24.0,48.0
59,535.0,2.0,2.0,6.0,3.0,24.0,3.0,1.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,14.0,10.0
60,547.0,2.0,2.0,5.0,3.0,36.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,20.0,20.0
61,551.0,3.0,2.0,2.0,2.0,36.0,4.0,1.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,16.0,20.0
62,585.0,2.0,2.0,6.0,3.0,40.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,20.0,40.0
63,631.0,1.0,2.0,1.0,2.0,11.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,1.0,7.0,4.0
64,638.0,2.0,2.0,3.0,3.0,13.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0
65,645.0,3.0,2.0,5.0,4.0,40.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,20.0,20.0
66,653.0,3.0,2.0,3.0,3.0,13.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,10.0,5.0
67,663.0,3.0,2.0,3.0,3.0,30.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,20.0,16.0
68,677.0,3.0,1.0,3.0,4.0,34.0,1.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,24.0,10.0
69,698.0,2.0,2.0,2.0,4.0,20.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,8.0
70,701.0,2.0,1.0,3.0,3.0,25.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,9.0,12.0
71,702.0,3.0,1.0,6.0,2.0,15.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
72,729.0,3.0,2.0,3.0,4.0,40.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,5.0,7.0
73,733.0,1.0,2.0,1.0,3.0,48.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,8.0,24.0
74,746.0,3.0,1.0,4.0,4.0,30.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,1.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,8.0,16.0
75,750.0,2.0,1.0,2.0,3.0,60.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,15.0,30.0
76,752.0,2.0,2.0,6.0,4.0,43.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,23.0,47.0
77,795.0,1.0,1.0,7.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
78,796.0,1.0,2.0,6.0,3.0,22.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,10.0,12.0
79,808.0,3.0,2.0,3.0,3.0,15.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,10.0,6.0
80,820.0,2.0,2.0,8.0,2.0,12.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0,1.0,8.0,4.0
81,851.0,3.0,1.0,4.0,4.0,25.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,8.0
82,869.0,2.0,2.0,4.0,3.0,30.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,24.0,35.0
83,877.0,2.0,1.0,5.0,3.0,40.0,5.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,24.0
84,914.0,2.0,2.0,1.0,3.0,40.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,24.0,16.0
